scene	status	reason	pair_cost	ns_filtered_index	pc_filtered_index	ns_file	ns_length_offset	ns_text_offset	ns_source	ns_kind	pc_file	pc_string_index	pc_translation	pc_kind
1020	high-candidate	type+length+bidirectional-continuity	0.0000	206	208	Script/scr1020.binu8	108195	108199	@vv70111「いつもごめんねぇ、マコー。本当に助かるよ」	D	1020.gsc	291	「一直都很抱歉呢，玛可。真的帮大忙了」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0370	207	209	Script/scr1020.binu8	108274	108278	@vv50121「次は先に行くから」	D	1020.gsc	293	「下次我就先走了」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0000	208	210	Script/scr1020.binu8	108317	108321	@vv70112「ええ……そしたらあたし、もう礼讃祈堂で寝泊まりするしかないわ」	D	1020.gsc	295	「诶诶……这样的话，我就只能在礼赞祈堂过夜了」	D
1020	high-candidate	type+length+bidirectional-continuity	0.2477	209	211	Script/scr1020.binu8	108426	108430	@vv50122「天才的な発想ね」	D	1020.gsc	297	「真是天才的想法啊」	D
1020	high-candidate	type+length+bidirectional-continuity	0.3843	210	212	Script/scr1020.binu8	108466	108470	荒い呼吸の合間からそんなやりとりを交わしながら、ふたりは礼讃祈堂の前にたどりついた。	N	1020.gsc	298	两人在急促的呼吸间交谈着，来到了礼赞祈堂前。	N
1020	high-candidate	type+length+bidirectional-continuity	0.3736	211	213	Script/scr1020.binu8	108597	108601	階段を上った先に開かれた入り口があり、その扉の横でふたりの生徒が時計を見ている。定刻に扉を閉める係だ。	N	1020.gsc	299	楼梯上的入口旁有两名学生正看着时钟。她们负责准时关门。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0319	212	214	Script/scr1020.binu8	108755	108759	声こそ聞こえないが、またしても１０カウントがはじまっているに違いない。秒にあわせて軽く頭が揺れている。	N	1020.gsc	300	虽然听不到声音，但肯定又开始倒计时数１０了。守门的学生边读秒边轻轻摇晃着头。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0139	213	215	Script/scr1020.binu8	108913	108917	ふたりはもはや話をする余裕もなく、一気に階段を駆け上った。	N	1020.gsc	301	两个人已经没有说话的余地了，一口气跑上楼梯。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	214	216	Script/scr1020.binu8	109005	109009	@vv70113「はぁ、はぁ……よし、間に合った！」	D	1020.gsc	303	「哈啊、哈啊……好，赶上了！」	D
1020	high-candidate	type+length+bidirectional-continuity	0.1023	215	217	Script/scr1020.binu8	109072	109076	戸口へ飛びこむと、パヴォーネは息を切らせながらも、どこか楽しげに呟いた。	N	1020.gsc	304	冲进门，帕沃妮一边气喘吁吁，一边小声地开心嘀咕着。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1023	216	218	Script/scr1020.binu8	109185	109189	が、それに対して傍らの反応がないことに気づくと、不審げに周囲を見回した。	N	1020.gsc	305	但，当她察觉到身旁没有任何反应时，疑惑地环顾四周。	N
1020	high-candidate	type+length+bidirectional-continuity	0.1424	217	219	Script/scr1020.binu8	109298	109302	@vv70114「……え」	D	1020.gsc	307	「……欸」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0231	218	220	Script/scr1020.binu8	109326	109330	いっしょに駆けこんだはずの友人がいない。階段を上るせわしない足音は、確かに耳にしたはずなのに。	N	1020.gsc	308	本该一起跑进来的友人没有在这里。但是爬上楼梯的时候确实听到了另外的脚步声。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0000	219	221	Script/scr1020.binu8	109472	109476	@vv70115「マコー？」	D	1020.gsc	310	「玛可？」	D
1020	high-candidate	type+length+bidirectional-continuity	0.0059	220	222	Script/scr1020.binu8	109503	109507	振り向き、上ったばかりの階段を見下ろしたが、そこにマコーの姿はない。	N	1020.gsc	311	回头望去，看了看刚刚爬上来的楼梯，却没有玛可的身影。	N
1020	high-candidate	type+length+bidirectional-continuity	0.0231	221	223	Script/scr1020.binu8	109621	109625	１０カウントを終えた係が、観音開きの重厚な扉を閉め、呆気にとられるパヴォーネの視界を遮断した。	N	1020.gsc	312	两名学生数完１０秒后，关上了对开的厚重的门，遮断了目瞪口呆的帕沃妮的视线。	N
